x,y
2.3588709677419355,7.5
2.6008064516129035,8.014069264069265
2.9032258064516125,8.636363636363637
3.0443548387096775,8.906926406926408
3.1854838709677415,8.744588744588745
3.4274193548387095,8.33874458874459
3.7298387096774195,7.797619047619049
3.8911290322580645,7.364718614718615
4.153225806451612,7.229437229437231
4.69758064516129,7.41883116883117
5.060483870967742,7.445887445887447
5.806451612903226,7.337662337662339
6.27016129032258,7.040043290043291
6.451612903225806,6.904761904761905
6.814516129032258,7.41883116883117
7.036290322580644,7.743506493506494
7.358870967741934,8.203463203463205
7.399193548387096,7.878787878787879
7.479838709677418,7.337662337662339
7.5,6.931818181818183
7.701612903225806,6.282467532467534
2.1975806451612905,7.41883116883117
1.975806451612903,7.283549783549784
1.653225806451613,6.8777056277056285
1.431451612903226,6.4448051948051965
1.1693548387096775,5.822510822510823
1.0080645161290325,5.146103896103897
1.028225806451613,4.496753246753247
1.1088709677419355,3.8203463203463213
1.4516129032258065,2.440476190476191
1.532258064516129,2.1969696969696977
2.056451612903226,1.7640692640692648
2.9637096774193545,1.358225108225109
4.758064516129032,0.7629870129870135
4.879032258064516,0.8170995670995675
7.076612903225806,0.8712121212121215
3.3669354838709675,1.1958874458874464
4.032258064516128,1.006493506493507
5.725806451612904,0.7629870129870135
6.673387096774192,0.7359307359307365
8.427419354838708,5.876623376623378
8.649193548387096,4.9567099567099575
8.568548387096774,3.73917748917749
8.44758064516129,3.089826839826841
8.185483870967742,2.5757575757575766
7.903225806451612,2.0346320346320352
7.620967741935484,1.466450216450217
7.5,1.331168831168832
2.1774193548387095,4.983766233766234
2.217741935483871,5.389610389610391
2.4193548387096775,5.95779220779221
2.4596774193548385,5.95779220779221
3.0241935483870965,5.876623376623378
3.1048387096774195,5.876623376623378
3.5685483870967745,5.579004329004331
3.7701612903225805,5.362554112554113
3.9112903225806455,4.9567099567099575
3.8911290322580645,4.713203463203465
2.338709677419355,4.5238095238095255
3.1048387096774195,4.280303030303031
3.1653225806451615,4.280303030303031
3.5282258064516125,4.361471861471863
2.6008064516129035,4.388528138528139
2.9435483870967745,5.633116883116884
2.9838709677419355,5.362554112554113
2.8629032258064515,4.875541125541126
6.25,5.037878787878789
6.471774193548386,5.227272727272728
6.854838709677418,5.227272727272728
7.439516129032258,5.146103896103897
7.54032258064516,4.929653679653681
2.8225806451612905,5.2813852813852815
3.0040322580645165,5.2813852813852815
3.0443548387096775,4.929653679653681
3.1249999999999996,5.416666666666668
6.149193548387096,4.902597402597404
6.189516129032258,4.334415584415586
6.209677419354838,4.145021645021647
6.512096774193548,3.9826839826839833
7.17741935483871,3.9826839826839833
7.419354838709676,4.577922077922079
6.91532258064516,4.9567099567099575
6.91532258064516,4.604978354978355
6.91532258064516,4.253246753246755
6.774193548387096,4.8484848484848495
6.774193548387096,4.5238095238095255
6.733870967741934,4.145021645021647
1.25,3.089826839826841
4.737903225806452,4.063852813852815
4.758064516129032,3.6580086580086584
4.71774193548387,3.360389610389611
4.596774193548388,2.8463203463203466
4.556451612903226,2.5757575757575766
4.495967741935484,2.3051948051948057
3.2056451612903225,2.6839826839826846
3.4072580645161286,2.440476190476191
3.6088709677419355,2.2240259740259747
3.8709677419354835,2.1699134199134207
4.07258064516129,2.1158008658008662
4.637096774193548,2.0075757575757582
4.798387096774194,2.0075757575757582
4.959677419354838,2.0075757575757582
5.34274193548387,1.8993506493506498
5.665322580645162,1.7911255411255418
5.786290322580646,1.7640692640692648
0.403225806451613,4.361471861471863
0.907258064516129,4.280303030303031
1.2096774193548385,4.1991341991342
1.6129032258064515,4.117965367965368
1.653225806451613,4.063852813852815
2.217741935483871,3.847402597402598
2.318548387096774,3.8203463203463213
2.7016129032258065,3.7662337662337673
3.0846774193548385,3.73917748917749
0.2016129032258065,3.414502164502165
0.584677419354839,3.414502164502165
0.7661290322580645,3.46861471861472
1.6330645161290325,3.4956709956709964
1.9153225806451615,3.46861471861472
2.5604838709677415,3.3874458874458884
2.8830645161290325,3.360389610389611
0.3225806451612905,2.602813852813853
0.806451612903226,2.711038961038962
1.2701612903225805,2.765151515151516
1.8548387096774195,2.9004329004329015
2.157258064516129,2.981601731601732
2.1774193548387095,3.0086580086580095
5.665322580645162,3.2792207792207804
5.866935483870968,3.252164502164503
6.169354838709678,3.1168831168831175
7.076612903225806,2.765151515151516
7.52016129032258,2.6298701298701306
8.16532258064516,2.494588744588745
9.07258064516129,2.386363636363637
9.07258064516129,2.386363636363637
5.544354838709678,2.6839826839826846
6.370967741935484,2.3051948051948057
6.411290322580644,2.3051948051948057
7.016129032258064,2.2240259740259747
7.157258064516128,2.1428571428571437
7.439516129032258,2.0616883116883122
7.52016129032258,2.0616883116883122
8.004032258064516,1.9264069264069268
8.366935483870968,1.7911255411255418
9.09274193548387,1.466450216450217
5.665322580645162,2.1158008658008662
6.330645161290322,1.7370129870129878
6.57258064516129,1.6558441558441563
7.459677419354838,1.2500000000000004
7.701612903225806,1.033549783549784
7.963709677419354,0.7900432900432905
8.044354838709676,0.6547619047619051
8.346774193548386,0.41125541125541165
